GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000494277 - DKK1,ENST00000392201 - COX6B1,ENST00000373559 - HDAC8,ENST00000576984 - BSG,ENST00000476396 - DNAJB4,ENST00000423588 - CACNA2D1,ENST00000314100 - BTBD9,ENST00000596304 - UBA52,ENST00000562712 - CDH11,ENST00000260184 - missing,ENST00000583378 - NFE2L1,ENST00000501056 - MTCYBP18,ENST00000529277 - CD82
ENST00000619572 - ATOSA,ENST00000334567 - TMEM212,ENST00000543464 - CPD,ENST00000593052 - RPS15,ENST00000490286 - DPP4,ENST00000297183 - ANKHD1,ENST00000343439 - BAZ2B,ENST00000501056 - MTCYBP18,ENST00000622608 - GON4L,ENST00000547034 - TMTC3,ENST00000545328 - SEC23A,ENST00000470660 - LRP10,ENST00000498009 - ATXN10
ENST00000394890 - P4HA1,ENST00000542935 - CEMIP2,ENST00000414986 - RRP12,ENST00000530962 - LAYN,ENST00000416801 - TAX1BP1,ENST00000551620 - CCT2,ENST00000543945 - PTPN14,ENST00000555870 - MIPOL1,ENST00000481039 - GNAS,ENST00000595018 - HNRNPUL1,ENST00000618656 - RPS20,ENST00000593238 - JSRP1,ENST00000415807 - FNDC3B
ENST00000599812 - PSG5,ENST00000545328 - SEC23A,ENST00000368276 - PMF1-BGLAP,ENST00000620463 - COL1A2,ENST00000528110 - TMX2,ENST00000509354 - TRIO,ENST00000472083 - CUL4A,ENST00000624710 - nan,ENST00000611931 - NBPF19,ENST00000420738 - TMEM59,ENST00000569510 - ADAMTSL3,ENST00000395565 - MDK,ENST00000441738 - TIMP1
ENST00000538577 - SLC35B2,ENST00000534713 - WLS,ENST00000348333 - TNFRSF25,ENST00000557135 - WARS1,ENST00000440945 - GIGYF2,ENST00000548830 - ASH1L,ENST00000537108 - CAPRIN2,ENST00000423956 - RAD50,ENST00000271883 - GON4L,ENST00000574367 - ANKFY1,ENST00000536985 - PFKFB3,ENST00000621109 - PSG9,ENST00000433498 - RPSAP53
ENST00000507327 - RPS3A,ENST00000631253 - TBL1XR1,ENST00000437822 - TAF6,ENST00000403681 - HMGA2,ENST00000324696 - ASCC3,ENST00000359218 - TTN,ENST00000479614 - NF1,ENST00000497317 - KRTCAP2,ENST00000406629 - MTMR3,ENST00000426982 - KIAA0319L,ENST00000535737 - FHL1,ENST00000612452 - AR,ENST00000454108 - CALD1
ENST00000463229 - EIF3B,ENST00000420641 - BCAR1,ENST00000417996 - KRT3,ENST00000366581 - HEATR1,ENST00000472989 - TM2D1,ENST00000542087 - USP5,ENST00000637807 - nan,ENST00000409330 - NBN,ENST00000218328 - HUWE1,ENST00000428308 - TENT2,ENST00000549384 - CORO1C,ENST00000410057 - ACVR1,ENST00000497849 - VIM
ENST00000539782 - LDHB,ENST00000578522 - missing,ENST00000263934 - KIF1B,ENST00000448666 - MOGS,ENST00000529622 - TAGLN,ENST00000396984 - H2BC4,ENST00000492948 - MBNL1,ENST00000394083 - GAPVD1,ENST00000592453 - DAZAP1,ENST00000569510 - ADAMTSL3,ENST00000592248 - nan,ENST00000222462 - WNT16,ENST00000506260 - PAM
ENST00000393301 - CTSC,ENST00000395308 - KTN1,ENST00000376263 - HNRNPK,ENST00000529770 - ATP5MG,ENST00000469605 - RPL24,ENST00000421374 - SPECC1L,ENST00000405570 - CTNNB1,ENST00000417068 - ADIPOR1,ENST00000549704 - NUAK1,ENST00000512763 - RASA1,ENST00000264183 - ARID4B,ENST00000630114 - HNRNPDL,ENST00000615636 - CEPT1
ENST00000545328 - SEC23A,ENST00000518441 - ASPH,ENST00000219322 - HAS3,ENST00000537508 - SLC3A2,ENST00000635286 - DOCK7,ENST00000395308 - KTN1,ENST00000507561 - RBPJ,ENST00000470455 - ATP6V1A,ENST00000428308 - TENT2,ENST00000585930 - SEPTIN9,ENST00000545887 - GABARAPL1,ENST00000504734 - CANX,ENST00000564153 - SNAP23
ENST00000530131 - RDX,ENST00000538225 - CLTA,ENST00000264183 - ARID4B,ENST00000455418 - PITPNB,ENST00000503715 - DEK,ENST00000577538 - ZNF407,ENST00000581041 - TLK2,ENST00000520835 - IKBKB,ENST00000410041 - DYSF,ENST00000511641 - MAP1B,ENST00000558830 - MORF4L1,ENST00000312465 - FGF5,ENST00000436791 - MFF
ENST00000559966 - CEMIP,ENST00000541428 - ASPH,ENST00000458663 - DMPK,ENST00000498603 - SEC61B,ENST00000555358 - STRN3,ENST00000376723 - UGGT1,ENST00000508075 - NEDD4,ENST00000518867 - MGAT4B,ENST00000514099 - GRAMD2B,ENST00000449627 - NFE2L2,ENST00000538383 - NTN4,ENST00000541428 - ASPH,ENST00000463308 - NDUFA4
ENST00000598833 - RCN3,ENST00000395168 - ARID4A,ENST00000578454 - NCOA4,ENST00000367512 - EDEM3,ENST00000532165 - JAM3,ENST00000495910 - NF1,ENST00000421809 - ETV5,ENST00000465835 - REV1,ENST00000503759 - LOX,ENST00000517391 - CPNE3,ENST00000448666 - MOGS,ENST00000529546 - TXNRD1,ENST00000547300 - TRHDE
ENST00000359883 - AK3,ENST00000522069 - VDAC3,ENST00000530591 - ST3GAL4,ENST00000469615 - PPCS,ENST00000466748 - STAG2,ENST00000533818 - CSDE1,ENST00000253332 - AKAP12,ENST00000289290 - PLS3,ENST00000437119 - ARFGAP3,ENST00000330736 - ANKRD11,ENST00000495041 - CEMIP,ENST00000521309 - YWHAZ,ENST00000457312 - SF3B4
ENST00000507097 - HSPA9,ENST00000409823 - PMS1,ENST00000537215 - STAT6,ENST00000535872 - LAMTOR1,ENST00000615563 - MYO6,ENST00000625260 - PFKFB3,ENST00000585528 - PIK3C3,ENST00000468019 - RPL7A,ENST00000434744 - ETV5,ENST00000418492 - CDH2,ENST00000547837 - SPRYD3,ENST00000443024 - IARS1,ENST00000563100 - MPHOSPH6
ENST00000517352 - TNFRSF11B,ENST00000591090 - GET3,ENST00000403305 - C22orf23,ENST00000541428 - ASPH,ENST00000545641 - RIC1,ENST00000620299 - TFG,ENST00000571378 - SRRM2,ENST00000472398 - TTC3,ENST00000506495 - SEC31A,ENST00000539745 - H4-16,ENST00000593052 - RPS15,ENST00000525469 - CD44,ENST00000508814 - ATG10
ENST00000395168 - ARID4A,ENST00000404241 - ATF4,ENST00000520530 - FBXO41,ENST00000593513 - AXL,ENST00000448789 - RAB5B,ENST00000622903 - MAPK14,ENST00000464781 - RBMX,ENST00000561171 - MORF4L1,ENST00000416957 - FNDC3B,ENST00000540115 - ACSL3,ENST00000508780 - GLRX,ENST00000591198 - SEPTIN9,ENST00000469815 - MTFR1L
ENST00000467075 - RPL11,ENST00000263556 - P4HA1,ENST00000311623 - ODAPH,ENST00000588344 - CIRBP,ENST00000493109 - COL12A1,ENST00000449081 - KCTD20,ENST00000588690 - SEPTIN9,ENST00000553709 - ARHGEF40,ENST00000579585 - MAP3K3,ENST00000545076 - EPB41L3,ENST00000543445 - LDHA,ENST00000520835 - IKBKB,ENST00000393021 - RPS6KB1
ENST00000504734 - CANX,ENST00000519721 - FAM91A1,ENST00000250896 - MKNK2,ENST00000425345 - EPDR1,ENST00000533181 - nan,ENST00000538359 - nan,ENST00000616167 - NCOA6,ENST00000575069 - P4HB,ENST00000409421 - MIER3,ENST00000491281 - NFKBIZ,ENST00000530131 - RDX,ENST00000597648 - RPL18A,ENST00000380633 - TMSB4X
ENST00000520648 - STC2,ENST00000354906 - MIA3,ENST00000376552 - TLE4,ENST00000618656 - RPS20,ENST00000399338 - ITSN1,ENST00000403683 - H3C15,ENST00000471066 - FKBP9,ENST00000457312 - SF3B4,ENST00000478842 - SSR3,ENST00000424869 - ZEB1,ENST00000493889 - KIF5B,ENST00000430767 - SEC14L1,ENST00000619481 - REV3L
ENST00000481617 - TBC1D8B,ENST00000457622 - ACTG1P9,ENST00000367623 - ABL2,ENST00000602039 - PSG1,ENST00000492132 - SELENOT,ENST00000447879 - MPDZ,ENST00000545641 - RIC1,ENST00000276072 - TAF1,ENST00000372714 - KAT6B,ENST00000614410 - ALMS1,ENST00000457312 - SF3B4,ENST00000599595 - UBA52,ENST00000627982 - ZNF302
ENST00000517777 - ADAMTS1,ENST00000551104 - PCBP2,ENST00000396779 - TIMM17B,ENST00000463308 - NDUFA4,ENST00000527590 - THY1,ENST00000356317 - GALNT6,ENST00000524835 - TM9SF1,ENST00000449081 - KCTD20,ENST00000525132 - CSDE1,ENST00000490286 - DPP4,ENST00000590013 - PIK3C3,ENST00000542215 - DDX3X,ENST00000486653 - UBE2V1
ENST00000392201 - COX6B1,ENST00000512160 - STARD4,ENST00000485910 - MBNL1,ENST00000434667 - SCAF4,ENST00000528294 - ECE1,ENST00000513139 - SPCS3,ENST00000566899 - NFAT5,ENST00000440945 - GIGYF2,ENST00000494831 - LAMB2,ENST00000635142 - CSNK1G1,ENST00000634925 - SMARCA2,ENST00000598681 - NOP53,ENST00000529303 - PAMR1
ENST00000497037 - ANKRD28,ENST00000415807 - FNDC3B,ENST00000425628 - DHX40,ENST00000353662 - ACAP3,ENST00000586807 - NARS1,ENST00000233573 - ITGA4,ENST00000367352 - ZNF281,ENST00000376991 - DRAP1,ENST00000512111 - KLHL8,ENST00000354839 - EPHA5,ENST00000630839 - UQCRC2,ENST00000486085 - RTN4,ENST00000597776 - LSM4
ENST00000487927 - TRIM8,ENST00000338051 - C5orf24,ENST00000515641 - ANKRD50,ENST00000585393 - WIPI1,ENST00000559682 - IQGAP1,ENST00000569764 - SMG1,ENST00000503715 - DEK,ENST00000525975 - HIPK3,ENST00000514860 - KLHL2,ENST00000380774 - RAD17,ENST00000563234 - ARL2BP,ENST00000588454 - CALR,ENST00000549384 - CORO1C
ENST00000507193 - ABCE1,ENST00000367888 - MGST3,ENST00000614097 - H2BC6,ENST00000476936 - CAPZA1,ENST00000518966 - GGH,ENST00000369751 - IBTK,ENST00000439275 - RND3,ENST00000547300 - TRHDE,ENST00000297183 - ANKHD1,ENST00000376723 - UGGT1,ENST00000494812 - TFDP1,ENST00000495273 - ROBO1,ENST00000514354 - NHP2
ENST00000454202 - RND3,ENST00000564153 - SNAP23,ENST00000442995 - HYPK,ENST00000621845 - RRM2B,ENST00000490151 - AP2M1,ENST00000367582 - PHACTR2,ENST00000564326 - CYLD,ENST00000548458 - C12orf75,ENST00000418354 - FKBP9,ENST00000522761 - G3BP1,ENST00000486085 - RTN4,ENST00000543091 - LRP6,ENST00000337363 - CCDC68
ENST00000366581 - HEATR1,ENST00000490569 - EEF1A1,ENST00000339276 - SFN,ENST00000576052 - P4HB,ENST00000426572 - ZKSCAN1,ENST00000503610 - GOLPH3,ENST00000542180 - SUPT20H,ENST00000509490 - PDGFRA,ENST00000432572 - BMT2,ENST00000509978 - SPOCK1,ENST00000552844 - ARHGAP29,ENST00000376723 - UGGT1,ENST00000512756 - COL11A1
ENST00000421578 - CORO1C,ENST00000593238 - JSRP1,ENST00000293981 - FLYWCH2,ENST00000446946 - ALDH1A1,ENST00000495928 - MYH9,ENST00000463959 - MTR,ENST00000629124 - STAG1,ENST00000543091 - LRP6,ENST00000511304 - PAPSS1,ENST00000615337 - SLC35B2,ENST00000498009 - ATXN10,ENST00000530675 - BIRC2,ENST00000318266 - PTPRA
ENST00000326857 - DCBLD2,ENST00000529770 - ATP5MG,ENST00000339360 - RAP1GDS1,ENST00000619572 - ATOSA,ENST00000502534 - RPL34,ENST00000407925 - LTBP1,ENST00000505173 - SPAG9,ENST00000540196 - GNS,ENST00000393896 - ACLY,ENST00000451462 - ADAMTS1,ENST00000555204 - missing,ENST00000542058 - GNS,ENST00000439274 - APP
ENST00000476396 - DNAJB4,ENST00000521597 - TNFRSF11B,ENST00000381551 - PDGFB,ENST00000519836 - MGAT4B,ENST00000444866 - P3H2,ENST00000498162 - PRICKLE2,ENST00000409908 - MDH1,ENST00000392569 - TPCN1,ENST00000574367 - ANKFY1,ENST00000502270 - NUDT6,ENST00000507662 - FAT1,ENST00000389272 - STAT3,ENST00000524164 - ATP6V1H
ENST00000316793 - OXTR,ENST00000591194 - SLC44A2,ENST00000523739 - FZD6,ENST00000441880 - nan,ENST00000512821 - CD164,ENST00000512778 - SEPTIN11,ENST00000514384 - SMIM20,ENST00000627576 - CORO1B,ENST00000505609 - CCNI,ENST00000342651 - ZNF12,ENST00000488400 - SNRPG,ENST00000492772 - SND1,ENST00000429412 - FSIP2
ENST00000498603 - SEC61B,ENST00000541170 - LUC7L2,ENST00000259318 - PALM2AKAP2,ENST00000523927 - ASPH,ENST00000360642 - CLCN3,ENST00000474644 - COL1A1,ENST00000435149 - NCSTN,ENST00000530675 - BIRC2,ENST00000543225 - CCAR1,ENST00000443817 - CPED1,ENST00000474267 - WNT5A,ENST00000409469 - CUL1,ENST00000545094 - CADM1
ENST00000549934 - C12orf75,ENST00000486593 - LAMP2,ENST00000415148 - CD44,ENST00000428910 - MPV17,ENST00000550784 - PUS7L,ENST00000502949 - SEL1L3,ENST00000567831 - NOMO2,ENST00000317721 - NCKAP5,ENST00000547211 - RPLP0,ENST00000529307 - CAPRIN1,ENST00000531859 - CHID1,ENST00000437822 - TAF6,ENST00000441880 - nan
ENST00000469774 - GLS,ENST00000555847 - nan,ENST00000304733 - DBNDD1,ENST00000636997 - ASAH1,ENST00000302278 - ITGB1,ENST00000418629 - TMEM131,ENST00000466334 - RND3,ENST00000611390 - CDK13,ENST00000296126 - WDR43,ENST00000461760 - STK25,ENST00000542921 - JMJD1C,ENST00000592338 - CNN1,ENST00000536985 - PFKFB3
ENST00000367218 - ATP2B4,ENST00000498999 - MTND4P12,ENST00000360171 - CBWD3,ENST00000269814 - MED16,ENST00000541428 - ASPH,ENST00000530861 - BDNF,ENST00000529237 - RRAS2,ENST00000409908 - MDH1,ENST00000442183 - ANKIB1,ENST00000427239 - COL11A1,ENST00000518161 - TMEM30A,ENST00000520627 - RPS20,ENST00000494507 - DPP4
ENST00000618656 - RPS20,ENST00000461760 - STK25,ENST00000256733 - SAA2,ENST00000483086 - HDLBP,ENST00000525970 - CSDE1,ENST00000496296 - FGFR1,ENST00000296794 - ARHGEF28,ENST00000444541 - MTMR2,ENST00000635142 - CSNK1G1,ENST00000335221 - BPTF,ENST00000378511 - PREPL,ENST00000549130 - TMBIM6,ENST00000447540 - CHD9
ENST00000470204 - SLC35F5,ENST00000601460 - nan,ENST00000392341 - SLC16A3,ENST00000498009 - ATXN10,ENST00000456575 - ARPC2,ENST00000355133 - SCN8A,ENST00000619352 - HMGN2,ENST00000543318 - P2RX4,ENST00000527889 - CD44,ENST00000555014 - HIF1A,ENST00000588852 - SAFB,ENST00000495670 - AIDA,ENST00000588428 - NCLN
ENST00000592248 - nan,ENST00000409473 - PPM1B,ENST00000304283 - ANKS3,ENST00000545328 - SEC23A,ENST00000475819 - LMNB2,ENST00000522652 - ST3GAL1,ENST00000583356 - TANC2,ENST00000502306 - nan,ENST00000585301 - SMURF2,ENST00000486013 - EXOC4,ENST00000525999 - SULF1,ENST00000409960 - SERF2,ENST00000538718 - STRAP
ENST00000542058 - GNS,ENST00000494812 - TFDP1,ENST00000295079 - MAIP1,ENST00000392963 - NBPF1,ENST00000314174 - LUZP1,ENST00000512450 - PDE5A,ENST00000621856 - SPAST,ENST00000482188 - MAGED1,ENST00000476451 - HNRNPR,ENST00000541170 - LUC7L2,ENST00000558847 - GOLM2,ENST00000592040 - CCDC68,ENST00000392029 - QSOX1
ENST00000550977 - CFAP54,ENST00000581041 - TLK2,ENST00000504305 - APBB2,ENST00000527577 - CD59,ENST00000401506 - LBH,ENST00000627296 - RNGTT,ENST00000526100 - HBS1L,ENST00000439422 - PRDX4,ENST00000623065 - nan,ENST00000616868 - SULF1,ENST00000467683 - UBE2Q1,ENST00000578706 - UBB,ENST00000576984 - BSG
ENST00000495670 - AIDA,ENST00000558830 - MORF4L1,ENST00000360442 - PAK4,ENST00000591090 - GET3,ENST00000489788 - MAP7D3,ENST00000580806 - FBXO15,ENST00000262435 - SMURF2,ENST00000493185 - CLTA,ENST00000605528 - RPS10-NUDT3,ENST00000529546 - TXNRD1,ENST00000360674 - ADAM15,ENST00000527378 - EFEMP2,ENST00000433714 - BBS9
ENST00000527215 - CTSB,ENST00000262435 - SMURF2,ENST00000371661 - PHPT1,ENST00000409330 - NBN,ENST00000421281 - NT5C2,ENST00000583378 - NFE2L1,ENST00000416957 - FNDC3B,ENST00000568090 - HSD17B2,ENST00000520052 - ANGPT1,ENST00000629190 - MIR1248,ENST00000465835 - REV1,ENST00000464364 - DDOST,ENST00000552516 - TGFBR1
ENST00000493889 - KIF5B,ENST00000340800 - ACSL4,ENST00000425819 - SCRN1,ENST00000457312 - SF3B4,ENST00000631253 - TBL1XR1,ENST00000580246 - SMURF2,ENST00000528949 - EMC7,ENST00000478064 - LAMC1,ENST00000486013 - EXOC4,ENST00000276175 - TBC1D8B,ENST00000578806 - nan,ENST00000427724 - TCOF1,ENST00000476936 - CAPZA1
ENST00000472765 - CCT3,ENST00000452464 - SCARB2,ENST00000409069 - OSBPL3,ENST00000560165 - ANXA2,ENST00000521536 - AZIN1,ENST00000510040 - PARP8,ENST00000409484 - CYBRD1,ENST00000507097 - HSPA9,ENST00000380785 - MID1,ENST00000296126 - WDR43,ENST00000463787 - MAGED2,ENST00000420848 - WASHC2C,ENST00000429938 - HSPB1
ENST00000502541 - RHOBTB3,ENST00000536859 - SERINC2,ENST00000512369 - DAPP1,ENST00000523768 - TNPO1,ENST00000534762 - BCLAF1,ENST00000392977 - ANO4,ENST00000557508 - PSMA3,ENST00000487927 - TRIM8,ENST00000497870 - PLS3,ENST00000555870 - MIPOL1,ENST00000472765 - CCT3,ENST00000528311 - SCP2,ENST00000367888 - MGST3
ENST00000578522 - missing,ENST00000401861 - CHRM2,ENST00000008180 - IL32,ENST00000600817 - PSG5,ENST00000440806 - STX12,ENST00000463427 - TMEM87B,ENST00000621109 - PSG9,ENST00000566883 - NOMO1,ENST00000588826 - RAD23A,ENST00000409933 - AFTPH,ENST00000580070 - NCOA4,ENST00000441883 - MRPL28,ENST00000495316 - PSG4
ENST00000494812 - TFDP1,ENST00000427171 - ANO10,ENST00000621784 - CRABP2,ENST00000599812 - PSG5,ENST00000514952 - SKIC3,ENST00000432118 - HMMR,ENST00000546398 - VEZT,ENST00000522271 - TRPA1,ENST00000626746 - PLS3,ENST00000366581 - HEATR1,ENST00000493406 - WNT5A,ENST00000571780 - DNM1P47,ENST00000547140 - DUSP6
ENST00000493254 - CYSLTR1,ENST00000536461 - KDM4B,ENST00000322945 - MAZ,ENST00000546729 - DRAM1,ENST00000546274 - UBR1,ENST00000466328 - CBR1,ENST00000606202 - TAB2,ENST00000621845 - RRM2B,ENST00000555014 - HIF1A,ENST00000421374 - SPECC1L,ENST00000514354 - NHP2,ENST00000543680 - SOS2,ENST00000517352 - TNFRSF11B
ENST00000440575 - OSTM1,ENST00000413689 - SCN5A,ENST00000538962 - PTGR1,ENST00000518867 - MGAT4B,ENST00000358637 - ASTN2,ENST00000631253 - TBL1XR1,ENST00000392981 - XRN1,ENST00000045083 - RIPOR3,ENST00000517391 - CPNE3,ENST00000419255 - SEMA3C,ENST00000593948 - PSG9,ENST00000395168 - ARID4A,ENST00000394685 - CEMIP
ENST00000329563 - TSPO,ENST00000409330 - NBN,ENST00000414963 - SF3B1,ENST00000312465 - FGF5,ENST00000546705 - CORO1C,ENST00000481039 - GNAS,ENST00000403230 - DDX17,ENST00000621109 - PSG9,ENST00000509978 - SPOCK1,ENST00000476451 - HNRNPR,ENST00000592338 - CNN1,ENST00000440577 - PUM2,ENST00000533367 - MED17
ENST00000491493 - PGD,ENST00000506357 - SGCB,ENST00000518802 - RNF145,ENST00000560027 - CEMIP,ENST00000550186 - GIT2,ENST00000559496 - ZEB1,ENST00000466017 - VPS41,ENST00000296289 - TKT,ENST00000315994 - SH3PXD2A,ENST00000416957 - FNDC3B,ENST00000555870 - MIPOL1,ENST00000539925 - LTBR,ENST00000400473 - CABLES1
ENST00000393164 - ATP2B1,ENST00000494077 - RPS10-NUDT3,ENST00000490273 - SLC22A23,ENST00000603963 - SRSF9,ENST00000546283 - NDUFS7,ENST00000529129 - TPRXL,ENST00000511450 - TMEM167A,ENST00000337363 - CCDC68,ENST00000532462 - PYGL,ENST00000604952 - MTRNR2L6,ENST00000425184 - RBM39,ENST00000373856 - NONO,ENST00000542507 - YTHDF2
ENST00000352931 - PTK7,ENST00000492772 - SND1,ENST00000310981 - SFT2D3,ENST00000620821 - NBPF20,ENST00000469336 - UBE3C,ENST00000446617 - SAMD9,ENST00000336643 - SLC39A9,ENST00000589906 - LGALS3BP,ENST00000491959 - ZPLD1,ENST00000413099 - WDR48,ENST00000409330 - NBN,ENST00000507193 - ABCE1,ENST00000452464 - SCARB2
ENST00000548696 - PRICKLE1,ENST00000312465 - FGF5,ENST00000352931 - PTK7,ENST00000418820 - PSG9,ENST00000549392 - MYL6,ENST00000312431 - DST,ENST00000471098 - TBC1D23,ENST00000488400 - SNRPG,ENST00000479352 - SLC12A8,ENST00000405585 - STK25,ENST00000345356 - COL12A1,ENST00000591194 - SLC44A2,ENST00000498999 - MTND4P12
ENST00000620821 - NBPF20,ENST00000420794 - missing,ENST00000423113 - ITGB1,ENST00000491493 - PGD,ENST00000580070 - NCOA4,ENST00000537058 - CADM1,ENST00000440766 - EIF6,ENST00000440575 - OSTM1,ENST00000418492 - CDH2,ENST00000381747 - NUP58,ENST00000251646 - KRT33B,ENST00000591090 - GET3,ENST00000555014 - HIF1A
ENST00000347359 - STOM,ENST00000530786 - BDNF,ENST00000354297 - BPIFA1,ENST00000373970 - DKK1,ENST00000519011 - FZD6,ENST00000512974 - MAP1B,ENST00000503016 - OCIAD1,ENST00000611155 - XBP1,ENST00000533131 - BDNF,ENST00000514860 - KLHL2,ENST00000455418 - PITPNB,ENST00000472398 - TTC3,ENST00000509467 - ADAMTS19
ENST00000393824 - CUX1,ENST00000486653 - UBE2V1,ENST00000303088 - RFXANK,ENST00000593104 - PRKCSH,ENST00000404526 - RBM5,ENST00000542532 - TAOK3,ENST00000556202 - AREL1,ENST00000493278 - CALU,ENST00000610997 - GPR107,ENST00000515367 - MCC,ENST00000434667 - SCAF4,ENST00000530997 - NIN,ENST00000533246 - BDNF
ENST00000447879 - MPDZ,ENST00000508067 - LOX,ENST00000443698 - IFT74,ENST00000463427 - TMEM87B,ENST00000565803 - CHD9,ENST00000543680 - SOS2,ENST00000531904 - KMT2A,ENST00000417728 - missing,ENST00000617130 - PIK3R2,ENST00000378491 - NRSN1,ENST00000494277 - DKK1,ENST00000461010 - PPP2R5D,ENST00000533129 - CAPN1
ENST00000312439 - PSG1,ENST00000611155 - XBP1,ENST00000519548 - TATDN1,ENST00000552457 - C12orf75,ENST00000443902 - EPB41L5,ENST00000580098 - SLC16A3,ENST00000489941 - LMO7,ENST00000611581 - PCDH18,ENST00000449627 - NFE2L2,ENST00000504179 - RHOBTB3,ENST00000595124 - PSG1,ENST00000480003 - CD46,ENST00000455418 - PITPNB
ENST00000518441 - ASPH,ENST00000428370 - RABGEF1P1,ENST00000434045 - IGF2,ENST00000503997 - NDUFC1,ENST00000534470 - EIF4G2,ENST00000369585 - CTAG2,ENST00000482338 - ERGIC3,ENST00000550977 - CFAP54,ENST00000530473 - HYOU1,ENST00000537275 - HMGA2,ENST00000360642 - CLCN3,ENST00000464355 - GLB1,ENST00000376802 - HLA-A
ENST00000376723 - UGGT1,ENST00000448782 - NFE2L2,ENST00000506376 - RAI14,ENST00000527316 - DHCR7,ENST00000440577 - PUM2,ENST00000401861 - CHRM2,ENST00000493877 - BTRC,ENST00000505278 - PLXNA1,ENST00000556257 - MLH3,ENST00000473598 - LMNA,ENST00000507097 - HSPA9,ENST00000543704 - M6PR,ENST00000541428 - ASPH
ENST00000427469 - RCC1,ENST00000496292 - ARF4,ENST00000358813 - CCL20,ENST00000356688 - SEPTIN10,ENST00000559831 - TPM1,ENST00000481261 - RPS6KA2,ENST00000446924 - BRWD1,ENST00000542067 - P2RX4,ENST00000351898 - SLC4A4,ENST00000425485 - DYNC1I2,ENST00000530675 - BIRC2,ENST00000481281 - HDAC1,ENST00000430368 - TCTN3
ENST00000555017 - SEC23A,ENST00000530675 - BIRC2,ENST00000382771 - SERPINB5,ENST00000522069 - VDAC3,ENST00000488400 - SNRPG,ENST00000419216 - PRKAR2A,ENST00000485326 - FOXP1,ENST00000414533 - QARS1,ENST00000367101 - SERAC1,ENST00000514111 - EMB,ENST00000589606 - CC2D1A,ENST00000547252 - SLC38A2,ENST00000450115 - TP53BP1
ENST00000440756 - PSD3,ENST00000456523 - FGF5,ENST00000397962 - ZMYND11,ENST00000275857 - NLGN4X,ENST00000511450 - TMEM167A,ENST00000485938 - CLN5,ENST00000411827 - CDC42,ENST00000549384 - CORO1C,ENST00000379274 - DGKH,ENST00000507996 - KDM3B,ENST00000586722 - ATP9B,ENST00000518867 - MGAT4B,ENST00000425628 - DHX40
ENST00000612452 - AR,ENST00000428214 - PEX1,ENST00000590959 - SPHK1,ENST00000597058 - PSG1,ENST00000429842 - NBAS,ENST00000612334 - CERCAM,ENST00000463847 - ZFAND3,ENST00000264183 - ARID4B,ENST00000517847 - ASPH,ENST00000556257 - MLH3,ENST00000359187 - GOLGA8A,ENST00000542912 - PHB2,ENST00000446533 - missing
ENST00000457312 - SF3B4,ENST00000472398 - TTC3,ENST00000249910 - MBD4,ENST00000456523 - FGF5,ENST00000482084 - C2CD2,ENST00000497865 - RND3,ENST00000629104 - CHD2,ENST00000583060 - NFE2L1,ENST00000510664 - CCNG1,ENST00000518398 - DST,ENST00000530173 - NPEPPS,ENST00000563504 - MPHOSPH6,ENST00000543500 - MTRNR2L3
ENST00000482079 - WNT5A,ENST00000538718 - STRAP,ENST00000260843 - GPR87,ENST00000471555 - ATP11A,ENST00000577468 - PTPRM,ENST00000476168 - MAGT1,ENST00000544431 - ZNF507,ENST00000464052 - EPRS1,ENST00000528634 - C11orf58,ENST00000367921 - DDR2,ENST00000389272 - STAT3,ENST00000508780 - GLRX,ENST00000485478 - LRRC17
ENST00000477544 - SARS1,ENST00000578961 - GRB2,ENST00000375440 - CUL4A,ENST00000547837 - SPRYD3,ENST00000413099 - WDR48,ENST00000549481 - EIF4B,ENST00000604604 - MORC4,ENST00000527018 - CTSC,ENST00000317516 - TPM1,ENST00000433762 - COL6A3,ENST00000581041 - TLK2,ENST00000536973 - STIP1,ENST00000472765 - CCT3
ENST00000423829 - ICAM1,ENST00000498009 - ATXN10,ENST00000397137 - BLCAP,ENST00000398604 - PCDHGA8,ENST00000479121 - PDCD10,ENST00000505132 - CAMK2D,ENST00000491281 - NFKBIZ,ENST00000567300 - MT2A,ENST00000480861 - IMPDH1,ENST00000507543 - DCTD,ENST00000554971 - missing,ENST00000424869 - ZEB1,ENST00000264169 - ORC4
ENST00000299855 - MMP3,ENST00000375972 - YME1L1,ENST00000374399 - NIPAL3,ENST00000348423 - TRPC6,ENST00000379010 - REXO1L1P,ENST00000513526 - MAP1B,ENST00000433207 - PPIG,ENST00000464364 - DDOST,ENST00000504179 - RHOBTB3,ENST00000506495 - SEC31A,ENST00000511304 - PAPSS1,ENST00000422602 - RIPOR1,ENST00000437822 - TAF6
